"baseline","sazonal","linear","poly_2","poly_3","hw_add","hw_mul","arma_10","ind","jump","day"
9.99714285714187e-05,-0.00140167410714282,-0.000756593089511377,-0.00108454410774514,-0.00262263868174144,0.00204592721367085,0.00108410613599162,-0.00457310736011053,1,1,1
-0.00451902857142858,-0.00602067410714282,-0.00536559183342406,-0.00571728275285628,-0.00738316823702443,-0.0139188936539379,-0.0140111087948072,-0.0109209484604008,1,1,2
0.00557068571428572,0.00406904017857148,0.00473412370837755,0.00435824474152377,0.00255870984205094,0.0100846780488143,0.00868023782816696,-0.00217994660796126,1,1,3
0.0167247571428571,0.0142710163690476,0.0150361124597268,0.0145973874347922,0.0125144496264656,0.01060040911158,0.0101624913640343,0.0079219603230374,1,1,4
-0.00370834285714286,-0.00546560267857142,-0.0050100006159035,-0.00522443439266027,-0.00660826339600335,-0.0149176467510525,-0.0144751973241362,-0.00730384780576251,2,0,1
0.00638137142857144,0.00462411160714288,0.00508839180433781,0.00485833538587182,0.00333452640157022,0.00908205138649725,0.00794523798783425,0.000684257104236714,2,0,2
0.0175354428571428,0.0142710163690477,0.0149348936603637,0.0146682909982597,0.0125241504504611,0.0095956203053765,0.00962780580652258,0.0101932587606542,2,0,3
0.00528465093722454,0.00202022444912936,0.00269277987497243,0.0024099650286648,0.000112861026315279,0.00613318272613402,0.00518621128647244,-0.00334523894632716,2,0,4
0.00974905714285717,0.00594539732142857,0.00624090442361746,0.00634047762075339,0.00494626333755857,0.0164017631746976,0.0223432869231487,0.0066024886283499,3,0,1
0.0209031285714286,0.0142710163690476,0.0148291964509599,0.0149417016792607,0.0123663796063711,0.0169055951065626,0.0200280141833004,0.0149984880799927,3,0,2
0.00865233665151026,0.00202022444912934,0.00258570100270062,0.00270553010503358,-5.23310658691149e-05,0.0134377560097709,0.0188446015605454,0.000566317099085351,3,0,3
0.0119573235264086,0.00532521132402764,0.00589798434925791,0.00602527289060497,0.003076732054876,0.0135835158624972,0.018208429720638,0.00214603550835764,3,0,4
0.0183184714285714,0.0142710163690476,0.0141940217314715,0.0142814799849905,0.0079086648742062,0.0120973786110358,0.0116777654641763,0.00977910457121715,4,0,1
0.00606767950865312,0.0020202244491293,0.00194222334570248,0.00203584964637586,-0.00477182070880959,0.00863866893699661,0.00788370585007752,-0.00355949848099417,4,0,2
0.00937266638355142,0.0053252113240276,0.00524620375475011,0.00534611448082606,-0.00191614805971808,0.00878723686729792,0.00818010854345095,-0.00111513821190193,4,0,3
0.0129297596294147,0.0088823045698909,0.00880229053476275,0.00890860206448945,0.00117164148284487,-0.0017594298227363,-0.0018447224273761,0.00176106647469468,4,0,4
0.000407293794367398,-0.000659445193727796,-0.0012564772715751,-0.00185824332468515,-0.0079462191154045,0.00862616638299241,0.00786285906281356,-0.0114063493240009,5,1,1
0.0037122806692657,0.00264554168117051,0.00203925329203875,0.00139393114051365,-0.00519984368499746,0.00877473431329371,0.00816103227629411,-0.00744710104024867,5,1,2
0.007269373915129,0.00620263492703381,0.0055870902266176,0.00489738977842989,-0.00222537016050897,-0.0017719323767405,-0.00185578676860958,-0.00338309590577967,5,1,3
0.0110900740199263,0.0100233350318311,0.00939853402013044,0.00866363307703259,0.000988268369710298,0.00352777651926562,0.0033881622507413,0.000830351897922729,5,1,4
0.00330888191039222,0.00235529692116026,0.00200991178885337,0.00136331803167726,-0.00267048490084448,0.00883461117799906,0.00826690210174754,0.00137768916745448,6,0,1
0.00686597515625552,0.00591239016702356,0.00556042627029178,0.00486672870985063,0.000424912782563142,-0.00171205551203516,-0.00179438167999788,0.00345626738197258,6,0,2
0.0106866752610528,0.00973309027182086,0.00937454761066419,0.00863285750928684,0.00376428329646451,0.00358765338397096,0.00345422475744024,0.00614273342969056,6,0,3
0.00885552028874552,0.00267563313047709,0.00216906826976032,0.00130693831333808,-0.00533288114608809,0.00352382821935598,0.00332148085606649,0.00344145751240502,6,0,4
